ParentLocation,Location,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh
Americas,Cuba,19.56,14.64,25.32
South-East Asia,Indonesia,19.56,16.66,23.56
Western Pacific,Lao People's Democratic Republic,19.57,15.35,23.7
Americas,Colombia,19.6,17.69,21.66
Americas,Venezuela (Bolivarian Republic of),19.68,13.91,26.65
Europe,Croatia,19.72,18.31,21.17
Africa,Zambia,19.72,7.69,43.26
Europe,Slovakia,19.82,18.67,20.92
Americas,Venezuela (Bolivarian Republic of),19.84,14.56,26.04
Eastern Mediterranean,Djibouti,19.94,7.61,41.89
Americas,Mexico,19.95,18.1,22.41
Eastern Mediterranean,Djibouti,20,7.75,41.68
Europe,Slovakia,20.01,19.09,20.96
Europe,Hungary,20.06,18.86,21.35
Western Pacific,Viet Nam,20.08,16.06,23.84
Western Pacific,Lao People's Democratic Republic,20.15,15.76,24.03
Western Pacific,Malaysia,20.15,18.57,21.97
Western Pacific,Viet Nam,20.16,15.48,24.36
Europe,Bulgaria,20.22,19.11,21.35
Americas,Nicaragua,20.25,14.57,28.62
Eastern Mediterranean,Djibouti,20.27,7.8,41.21
Africa,Malawi,20.29,6.54,42.69
Americas,Venezuela (Bolivarian Republic of),20.3,15.02,25.71
Europe,Georgia,20.34,15.83,26.18
Europe,Latvia,20.35,18.6,22.82
Europe,Slovenia,20.4,18.6,22.31
South-East Asia,Timor-Leste,20.42,8.52,44.14
Europe,Israel,20.43,19.21,21.55
Europe,Slovakia,20.51,19.17,22.11
Eastern Mediterranean,Djibouti,20.51,7.84,41.71
Americas,Venezuela (Bolivarian Republic of),20.52,15.37,26.24
Western Pacific,Philippines,20.55,17.02,24.1
Americas,Nicaragua,20.56,14.88,29.67
Europe,Israel,20.64,19.39,21.86
Africa,South Africa,20.79,18.85,22.78
Western Pacific,Malaysia,20.81,19.41,22.51
Africa,Lesotho,20.83,14.39,31.79
South-East Asia,Timor-Leste,20.89,8.56,45.3
Europe,Belarus,20.92,18.49,24.23
Africa,Malawi,20.96,6.7,44.98
Eastern Mediterranean,Sudan,20.98,10.39,37.61
Africa,Ethiopia,21.01,12,30.93
South-East Asia,Indonesia,21.03,18,24.97
Africa,Eritrea,21.05,8.99,42.89
Africa,Madagascar,21.08,14.74,30.24
Africa,South Sudan,21.16,10.89,39.49
Americas,Nicaragua,21.16,15.05,29.89
Europe,Bulgaria,21.17,20.21,22.21
Americas,Chile,21.23,19.53,23.03
Africa,South Sudan,21.24,10.89,39.66
Western Pacific,Viet Nam,21.24,17,25.53
Africa,Eritrea,21.31,9.09,44.28
Europe,Belarus,21.34,18.83,24.63
Africa,Gabon,21.34,6.15,58.44
Europe,Montenegro,21.38,19.4,24.39
Eastern Mediterranean,Sudan,21.4,10.99,39.09
Europe,Montenegro,21.44,19.54,24.11
Europe,Poland,21.47,20.88,22.11
Western Pacific,Philippines,21.54,18.51,24.83
Africa,South Sudan,21.56,11.11,40.93
Americas,Mexico,21.56,19.96,23.75
Americas,Nicaragua,21.59,15.23,29.89
Africa,Algeria,21.65,13.79,34.16
South-East Asia,Sri Lanka,21.72,15.77,29.71
Europe,Israel,21.8,20.5,23.24
South-East Asia,Sri Lanka,21.92,15.34,30.29
Africa,Ethiopia,21.94,13.01,32.88
Europe,Montenegro,21.99,19.68,24.22
Americas,Chile,22.03,19.99,24.17
Africa,Congo,22.03,6.46,65.05
Eastern Mediterranean,Sudan,22.13,11.11,40.99
Eastern Mediterranean,Lebanon,22.17,16.15,29.87
Western Pacific,Lao People's Democratic Republic,22.17,17.06,26.7
Africa,Eritrea,22.2,9.21,48.92
Europe,Georgia,22.27,17.4,28.25
Americas,Mexico,22.34,20.77,24.55
Africa,Ethiopia,22.36,13.27,33.15
Western Pacific,Viet Nam,22.38,18.65,26.24
Africa,South Sudan,22.45,10.86,42.04
Europe,Türkiye,22.56,20.93,23.96
Africa,Eritrea,22.58,9.13,51.17
Europe,Türkiye,22.59,20.94,23.91
Europe,Bulgaria,22.59,21.35,24.05
Africa,Angola,22.62,6.17,57.05
Africa,Algeria,22.64,14.3,35.92
Africa,Algeria,22.64,14.43,34.97
Africa,Algeria,22.64,14.54,35.12
South-East Asia,Sri Lanka,22.66,16.57,30.47
Africa,South Africa,22.68,19.79,25.13
Americas,Honduras,22.7,16.59,30.49
Europe,Georgia,22.76,18.22,28.41
Europe,Türkiye,22.86,21.52,24.07
Europe,Bulgaria,22.86,22.03,23.76
Western Pacific,Malaysia,22.98,21.39,25.06
Africa,South Sudan,23.03,10.7,42.77
Eastern Mediterranean,Syrian Arab Republic,23.03,18.52,28.14
Africa,Eritrea,23.05,9.07,53.93
South-East Asia,Thailand,23.06,19.93,25.43
Africa,Ethiopia,23.07,14.09,33.78
Western Pacific,Lao People's Democratic Republic,23.07,17.79,27.88
Americas,Honduras,23.1,16.55,30.82
Americas,Chile,23.14,21.49,24.68
Americas,Mexico,23.15,21.61,25.29
Europe,Bulgaria,23.15,22.08,24.14
Europe,Türkiye,23.17,21.96,24.44
Americas,Honduras,23.21,16.49,31.01
Eastern Mediterranean,Lebanon,23.23,16.58,32.63
Americas,Guatemala,23.26,17.66,30.18
Europe,Montenegro,23.26,20.87,26.72
Western Pacific,Philippines,23.28,20.83,25.93
South-East Asia,Thailand,23.32,21.28,24.96
Eastern Mediterranean,Sudan,23.35,12.05,43.79
Europe,Türkiye,23.41,22.2,24.81
Eastern Mediterranean,Jordan,23.43,19.42,27.28
Europe,Poland,23.45,23,23.91
Africa,Algeria,23.48,14.7,35.66
South-East Asia,Sri Lanka,23.57,18.01,30.67
Africa,Ethiopia,23.63,14.55,34.68
South-East Asia,Thailand,23.66,21.49,25.41
Americas,Honduras,23.67,16.47,31.84
Western Pacific,Lao People's Democratic Republic,23.74,18.05,29.95
Europe,Montenegro,23.77,21.07,27.39
Eastern Mediterranean,Lebanon,23.82,17.8,31.66
Eastern Mediterranean,Syrian Arab Republic,23.87,18.95,29.64
Africa,Equatorial Guinea,23.9,6.06,66.33
Eastern Mediterranean,Lebanon,23.97,17.96,31.81
South-East Asia,Sri Lanka,24.04,18.36,31.42
Africa,Equatorial Guinea,24.11,6.07,65.39
Africa,Angola,24.12,6.02,68.3
Americas,Honduras,24.13,16.73,32.8
Eastern Mediterranean,Syrian Arab Republic,24.13,19.95,29.08
Eastern Mediterranean,Lebanon,24.31,18.68,31.13
Eastern Mediterranean,Syrian Arab Republic,24.31,19.46,29.95
Eastern Mediterranean,Sudan,24.32,12.32,46.58
Europe,Poland,24.35,23.83,24.83
Eastern Mediterranean,Jordan,24.4,21.52,27.34
South-East Asia,Thailand,24.4,23.1,25.67
Western Pacific,Philippines,24.46,22.27,26.55
Eastern Mediterranean,Jordan,24.47,21.74,27.73
Western Pacific,Malaysia,24.53,22.69,26.78
Africa,Gabon,24.74,6.46,74.44
Americas,Guatemala,24.82,18.92,34.34
Africa,Angola,24.82,5.6,77.54
Eastern Mediterranean,Jordan,24.88,18.96,32.44
Eastern Mediterranean,Jordan,24.88,22.43,27.95
Africa,Equatorial Guinea,24.88,5.86,63.76
Europe,Poland,24.9,24.42,25.42
Europe,Georgia,24.91,20.32,30.71
Americas,Chile,25.06,23.23,26.66
Americas,El Salvador,25.08,17.59,35.52
South-East Asia,Thailand,25.18,23.63,26.61
Europe,Serbia,25.19,23.04,27.11
Americas,Guatemala,25.22,19.96,32.26
Eastern Mediterranean,Tunisia,25.31,16.63,36.02
Africa,Equatorial Guinea,25.46,5.59,64.84
Europe,Poland,25.56,24.91,26.18
Eastern Mediterranean,Syrian Arab Republic,25.6,20.2,32
Americas,Chile,25.62,23.54,27.32
Africa,Central African Republic,25.72,6.08,67.4
South-East Asia,Myanmar,25.79,22.45,29.33
Europe,Georgia,25.94,21.3,32.25
Eastern Mediterranean,Tunisia,25.98,16.63,37.77
South-East Asia,Myanmar,26.08,22.69,29.6
Europe,Serbia,26.27,24.2,28
Americas,El Salvador,26.29,17.81,37.22
South-East Asia,Myanmar,26.38,22.71,30.24
Europe,Serbia,26.43,24.65,27.88
Africa,Cabo Verde,26.5,13.86,48.04
Americas,Guatemala,26.5,21.75,33.4
Western Pacific,Republic of Korea,26.57,25.68,27.76
Americas,Bolivia (Plurinational State of),26.68,18.75,36.97
Africa,Burundi,26.7,10.47,58.17
Americas,Bolivia (Plurinational State of),26.72,19.23,38.5
South-East Asia,Myanmar,26.72,23.02,30.75
South-East Asia,Myanmar,26.93,22.96,31.36
Africa,Central African Republic,27,6.08,71.12
Eastern Mediterranean,Tunisia,27.01,18.15,38.36
Europe,Serbia,27.03,25.08,28.73
Americas,El Salvador,27.04,18.49,38.55
Africa,Equatorial Guinea,27.07,5.26,70.51
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",27.26,20.5,34.93
Americas,Bolivia (Plurinational State of),27.48,20.12,37.7
Europe,Serbia,27.5,25.14,29.76
Africa,Central African Republic,27.61,6.12,76.36
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",27.63,19.88,36.75
Americas,El Salvador,27.74,18.78,39.4
Africa,Sao Tome and Principe,27.75,15.43,47.33
Europe,Kazakhstan,27.76,19.74,39.33
Africa,Angola,27.79,5.32,99.82
Eastern Mediterranean,Tunisia,27.8,19.34,39.23
Africa,Gabon,27.9,6.31,90.26
Europe,North Macedonia,27.99,25.9,30.95
Eastern Mediterranean,Iran (Islamic Republic of),28.16,24.54,31.48
Africa,Burundi,28.28,10.84,61.61
Africa,Burundi,28.34,10.71,62.07
Eastern Mediterranean,Libya,28.36,11.27,49.12
Europe,Azerbaijan,28.36,17.3,43.23
Americas,Guatemala,28.39,24.56,33.35
Eastern Mediterranean,Libya,28.52,10.75,49.97
Africa,Angola,28.56,5.26,105.9
Africa,Burundi,28.64,10.88,62.4
Africa,Congo,28.65,6.47,97.25
Eastern Mediterranean,Libya,28.67,10.48,51.34
Europe,North Macedonia,28.71,26.34,31.22
Eastern Mediterranean,Iran (Islamic Republic of),28.85,25.17,32.75
Americas,Peru,28.9,18.97,41.82
Western Pacific,Republic of Korea,28.95,27.93,29.92
Americas,El Salvador,29.02,19.5,41.25
Eastern Mediterranean,Iran (Islamic Republic of),29.06,25.43,32.52
Africa,Democratic Republic of the Congo,29.09,6.83,86.35
Eastern Mediterranean,Tunisia,29.14,20.8,40.35
Africa,Burundi,29.18,10.92,62.99
Western Pacific,Republic of Korea,29.25,28.17,30.33
Europe,Bosnia and Herzegovina,29.31,26.73,32.49
Americas,Bolivia (Plurinational State of),29.36,22.88,37.19
Western Pacific,Republic of Korea,29.37,28.3,30.36
Europe,Azerbaijan,29.39,18,43.64
South-East Asia,Bhutan,29.72,26.71,32.72
Africa,Uganda,29.75,18.09,45.9
Western Pacific,Republic of Korea,29.9,28.63,31.2
Europe,Azerbaijan,29.93,17.09,46.57
Americas,Bolivia (Plurinational State of),29.97,23.53,37.53
Eastern Mediterranean,Libya,29.98,14.79,51.19
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",30.03,21.34,40.77
South-East Asia,Bhutan,30.1,27,33.23
Africa,Cabo Verde,30.11,16.09,54.28
Americas,Peru,30.21,21.97,41.82
Africa,Sao Tome and Principe,30.24,16.01,51.37
Africa,Uganda,30.27,18.31,47.96
Africa,Benin,30.29,20.27,45.05
Eastern Mediterranean,Libya,30.34,14.93,52.56
Europe,North Macedonia,30.38,28.58,33.04
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",30.66,21.52,42.37
Africa,Gabon,30.78,5.95,107.1
Europe,Kazakhstan,30.91,22.27,41.82
Europe,Turkmenistan,31.06,22.77,41.55
Africa,Benin,31.13,22.08,44
Africa,Benin,31.14,20.39,47.16
Africa,Benin,31.15,18.39,52.61
Africa,Cabo Verde,31.23,16.45,55.79
Africa,Uganda,31.43,19.86,47.25
Americas,Peru,31.47,24.95,41.14
Africa,Democratic Republic of the Congo,31.47,7.09,99.24
Eastern Mediterranean,Iran (Islamic Republic of),31.48,27.11,35.54
Africa,Guinea-Bissau,31.51,16.35,56.88
Africa,Cabo Verde,31.57,16.73,56.23
Europe,Turkmenistan,31.62,23.47,42.39
Africa,Liberia,31.65,17.42,58.33
Africa,Gabon,31.68,5.76,112.5
Africa,Benin,31.83,22.93,44.51
Europe,Azerbaijan,31.89,17.39,52.65
Europe,Turkmenistan,31.93,19.36,45.71
Europe,Turkmenistan,31.99,18.12,47.44
Europe,Bosnia and Herzegovina,32.07,29.56,35.33
Africa,Sao Tome and Principe,32.12,16.56,55.18
Africa,Cabo Verde,32.21,17.26,57.05
Africa,Uganda,32.32,20.67,48.35
Africa,Liberia,32.63,17.69,58.33
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",32.67,22.47,47.37
Africa,Central African Republic,33.11,5.37,106.9
Europe,Azerbaijan,33.16,16.09,58.36
Eastern Mediterranean,Iran (Islamic Republic of),33.32,28.38,37.46
Africa,Congo,33.37,6.24,127.5
Africa,Togo,33.45,19.52,56.83
Africa,Togo,33.61,18.37,58.58
Europe,Armenia,33.79,24.66,48.3
Europe,Turkmenistan,33.81,20.77,50.84
Africa,Gambia,33.83,16.23,58.07
Americas,Peru,33.83,29.54,39.99
Eastern Mediterranean,Oman,34,21.54,55.42
Africa,Democratic Republic of the Congo,34.05,7.33,102.4
Eastern Mediterranean,Iraq,34.38,27.09,44.29
Eastern Mediterranean,Oman,34.4,20.47,57.02
Africa,Guinea-Bissau,34.42,17.12,63.53
Africa,Gambia,34.44,17.01,58.55
Africa,Sao Tome and Principe,34.47,17.07,59.95
Africa,Guinea-Bissau,34.51,17.82,62.49
Africa,Rwanda,34.59,12.06,68.27
Europe,North Macedonia,34.61,32.47,36.95
Africa,Rwanda,34.62,11.94,69.38
Africa,Mauritania,34.65,12.85,85.61
Africa,Liberia,34.66,17.78,62.33
Americas,Peru,34.66,30.71,40.04
Africa,Sao Tome and Principe,34.69,16.95,60.52
Eastern Mediterranean,Oman,34.69,21.99,56.82
Europe,Bosnia and Herzegovina,34.74,31.39,38.97
Africa,Guinea,34.82,19.12,63.45
Africa,Congo,34.85,5.98,141.9
Africa,Togo,34.92,21.28,56.48
Africa,Rwanda,34.93,11.94,70.45
Africa,Mali,35,14.61,74.77
Africa,Rwanda,35.04,12.01,70.39
Eastern Mediterranean,Iraq,35.19,28.56,44.13
Africa,Senegal,35.21,17.9,56.12
Africa,Guinea,35.46,18.63,63.95
Africa,Cote d'Ivoire,35.56,20.52,62.21
Africa,Cote d'Ivoire,35.85,20.12,61.7
Africa,Central African Republic,35.93,4.84,121.7
Eastern Mediterranean,Oman,36.07,20.86,59.52
Europe,Bosnia and Herzegovina,36.31,33.54,39.73
Africa,Togo,36.49,23.91,56.07
Africa,Mali,36.6,14.31,78.56
Eastern Mediterranean,Iraq,36.63,29.84,45.76
Europe,Kazakhstan,36.94,27.09,51.75
Africa,Senegal,36.96,20.69,57.22
Eastern Mediterranean,Yemen,37,13.56,73.01
Africa,Democratic Republic of the Congo,37.01,7.42,127.4
Africa,Rwanda,37.43,12.38,76.36
Eastern Mediterranean,Oman,37.46,21.03,63.19
Africa,Guinea,37.47,21.92,71.43
Africa,Congo,37.48,5.39,160.3
Africa,Senegal,37.69,21.69,56.6
Africa,Burkina Faso,37.8,16.65,79.74
Africa,Togo,37.8,25.78,56.47
Africa,Gambia,37.96,20.43,63.17
Eastern Mediterranean,Yemen,38.27,13.57,75.95
Africa,Mauritania,38.32,15.94,93.62
Africa,Burkina Faso,38.34,15.59,84.66
Africa,Mali,38.38,14.76,84.32
Africa,Sierra Leone,38.38,17.1,73.11
Africa,Democratic Republic of the Congo,38.41,7.06,136.9
Eastern Mediterranean,Yemen,38.52,12.89,78.94
Africa,Uganda,38.68,25.19,52.83
Africa,Chad,38.7,21.31,63.82
Eastern Mediterranean,United Arab Emirates,38.77,31.66,47.87
Eastern Mediterranean,United Arab Emirates,38.8,32.67,47.31
Eastern Mediterranean,United Arab Emirates,38.82,33.4,47.12
South-East Asia,Nepal,39.26,33.35,48.1
Africa,Liberia,39.28,19.12,70.62
Africa,Guinea-Bissau,39.43,18.8,75.69
Europe,Armenia,39.52,29.15,56.73
Africa,Cote d'Ivoire,39.55,22.51,67.34
Europe,North Macedonia,39.56,37.04,42.38
Europe,Bosnia and Herzegovina,39.6,36.37,42.35
Eastern Mediterranean,Yemen,39.61,13.57,81.23
Africa,Ghana,39.93,24.94,62.7
Americas,Bahamas,4.98,3.74,7.2
Africa,Sierra Leone,40.01,17.33,78.14
Africa,Burkina Faso,40.02,16.32,89.35
Eastern Mediterranean,Iraq,40.05,33.08,48.63
Africa,Gambia,40.13,22.59,67.53
Eastern Mediterranean,Yemen,40.27,14,83.3
South-East Asia,Nepal,40.3,34.88,48.12
Africa,Sierra Leone,40.53,17.94,77.69
Europe,Armenia,40.56,29.41,57.65
Africa,Liberia,40.64,19.38,75.54
Africa,Mauritania,40.81,17.22,87.96
South-East Asia,Nepal,41.03,36.36,47.47
Africa,Chad,41.04,22.36,69.31
South-East Asia,Nepal,41.23,35.63,48.7
Eastern Mediterranean,United Arab Emirates,41.34,35.23,49.58
Africa,Senegal,41.36,25.87,57.49
Africa,Guinea,41.4,22.31,75.88
South-East Asia,Nepal,41.41,34.91,48.95
Western Pacific,Mongolia,41.52,26.64,60.99
Europe,Kazakhstan,41.78,28.52,58.64
Africa,Ghana,41.93,27.99,64.38
Africa,Guinea-Bissau,42,19.64,82.56
Africa,Gambia,42.16,23.98,73.4
Eastern Mediterranean,Iraq,42.38,34.89,51.54
Eastern Mediterranean,United Arab Emirates,42.38,36,51.32
South-East Asia,Bangladesh,42.45,38.05,46.54
Europe,Kyrgyzstan,42.95,26.74,62.17
Africa,Chad,43.02,23.69,78.71
Europe,Armenia,43.07,31.21,61.32
Western Pacific,Mongolia,43.09,30.3,58.8
Africa,Senegal,43.44,28.21,58
Africa,Sierra Leone,43.63,19.16,85.79
Africa,Guinea,44.01,23.29,77.25
Africa,Ghana,44.33,30.39,67.2
Africa,Burkina Faso,44.56,16.03,109.1
Europe,Kyrgyzstan,44.6,29.13,63.35
Africa,Cote d'Ivoire,44.75,24.51,82.81
Africa,Mali,44.82,15.91,97.19
Africa,Sierra Leone,45.13,19.87,90.02
Eastern Mediterranean,Egypt,45.17,30.71,65.91
Europe,Kazakhstan,45.28,29.1,64.38
Europe,Uzbekistan,45.4,31.07,65.88
Europe,Armenia,45.42,32.7,64.22
Western Pacific,China,45.83,43.67,47.77
Europe,Kyrgyzstan,46.04,32.61,60.5
Europe,Kyrgyzstan,47.06,32.02,65.86
Western Pacific,Mongolia,47.14,33.75,61.56
Africa,Niger,47.35,20.64,94.53
South-East Asia,Bangladesh,47.56,42.76,53.61
Africa,Ghana,48.05,33.81,71.9
Europe,Kyrgyzstan,48.55,30.63,72.06
Africa,Mali,48.6,16.79,112.3
Europe,Uzbekistan,48.7,35.74,68.14
Africa,Niger,48.8,21.38,96.2
Eastern Mediterranean,Bahrain,49.32,38.98,59.94
Africa,Niger,49.35,20.73,96.66
Africa,Burkina Faso,49.66,16.41,127.5
Africa,Mauritania,49.79,18.96,109.4
Eastern Mediterranean,Bahrain,49.93,44.3,55.69
Europe,Finland,5.27,4.86,5.65
Americas,Bahamas,5.29,3.48,7.96
Western Pacific,Nauru,5.32,1.41,10.98
Americas,Bahamas,5.32,3.87,7.48
Americas,Bahamas,5.33,3.89,7.31
Europe,Sweden,5.61,5.27,5.95
Americas,Bahamas,5.65,3.97,8.1
Europe,Finland,5.77,5.43,6.09
Europe,Iceland,5.8,5.03,6.58
Americas,Canada,5.85,5.64,6.08
Eastern Mediterranean,Bahrain,50.12,44.31,55.39
Eastern Mediterranean,Bahrain,50.16,44.2,55.52
South-East Asia,India,50.84,48.2,53.33
South-East Asia,Bangladesh,50.96,46.11,56.06
Africa,Cote d'Ivoire,51.22,25.6,100.4
Europe,Uzbekistan,51.63,37.47,75.92
Africa,Cameroon,51.66,33.6,76.44
South-East Asia,Bangladesh,51.89,46.95,57.17
Eastern Mediterranean,Qatar,51.92,40.71,66.62
Africa,Ghana,51.97,37.64,78.19
Eastern Mediterranean,Saudi Arabia,51.98,36.04,69.24
Africa,Nigeria,52.52,36.14,70.91
Eastern Mediterranean,Kuwait,52.82,42.97,63.88
Europe,Uzbekistan,52.93,38.45,75.88
Eastern Mediterranean,Saudi Arabia,52.96,37.08,70.03
Africa,Mauritania,53.15,18.88,122.4
Africa,Chad,53.29,25.2,109.3
Africa,Nigeria,53.33,35.81,70.46
Eastern Mediterranean,Qatar,53.41,41.74,67.81
Africa,Cameroon,53.82,37.33,75.2
Africa,Niger,53.92,24.29,108.9
Africa,Nigeria,53.96,36.76,74.1
Eastern Mediterranean,Pakistan,54.31,43.14,71.41
Eastern Mediterranean,Bahrain,54.38,35.14,79.57
Africa,Nigeria,54.53,35.54,76.08
Africa,Nigeria,54.72,36.64,80.08
Eastern Mediterranean,Kuwait,55.14,46.15,69.23
South-East Asia,Bangladesh,55.27,49.49,61.07
Western Pacific,China,55.4,52.78,57.5
Europe,Uzbekistan,55.44,38.78,79.05
South-East Asia,India,55.58,52.75,58.15
South-East Asia,India,55.89,53.24,58.39
Eastern Mediterranean,Pakistan,56.26,45.55,69.03
Eastern Mediterranean,Pakistan,56.28,45.03,70.19
Eastern Mediterranean,Saudi Arabia,56.4,41.73,74.94
Western Pacific,China,56.59,54.17,58.55
Eastern Mediterranean,Saudi Arabia,56.69,41.6,73.62
Eastern Mediterranean,Saudi Arabia,57,41.34,73.56
South-East Asia,Democratic People's Republic of Korea,57.53,43.76,74.15
Africa,Cameroon,57.55,37.62,79.18
Africa,Niger,57.7,25.99,121.1
Eastern Mediterranean,Egypt,57.77,37.64,87.76
Africa,Cameroon,57.8,39.83,79.84
Eastern Mediterranean,Pakistan,58.04,48.27,68.28
Western Pacific,China,58.22,55.42,60.58
Eastern Mediterranean,Qatar,58.29,45.2,69.17
Africa,Cameroon,58.43,37.09,84.59
Western Pacific,Mongolia,58.94,41.86,74.51
South-East Asia,India,59.07,56.04,61.87
Eastern Mediterranean,Qatar,59.3,45.89,71.57
Africa,Chad,59.63,24.47,129.3
Europe,Tajikistan,59.79,39.81,87.22
Eastern Mediterranean,Pakistan,59.83,51.56,69.05
Europe,Iceland,6.03,5.33,6.73
Europe,Norway,6.09,5.68,6.49
Western Pacific,Australia,6.13,5.72,6.58
Europe,Sweden,6.3,6.03,6.61
Europe,Iceland,6.32,5.68,6.93
Europe,Sweden,6.4,6.13,6.73
Europe,Finland,6.41,6.06,6.88
Europe,Iceland,6.48,5.84,7.04
Western Pacific,Niue,6.52,3.15,14.02
Western Pacific,Niue,6.52,3.15,14.02
Europe,Norway,6.62,6.21,6.96
Europe,Finland,6.73,6.37,7.21
Western Pacific,Tuvalu,6.78,2.7,12.71
Western Pacific,Tuvalu,6.78,2.7,12.71
Europe,Sweden,6.81,6.55,7.11
Western Pacific,Marshall Islands,6.83,2.54,14.24
Europe,Iceland,6.9,6.22,7.66
Western Pacific,Australia,6.91,6.6,7.17
Western Pacific,New Zealand,6.92,6.46,7.36
Americas,Canada,6.93,6.69,7.18
Western Pacific,Marshall Islands,6.97,2.67,14.62
Western Pacific,China,60.08,56.69,62.88
South-East Asia,Democratic People's Republic of Korea,60.09,45.31,77.31
Eastern Mediterranean,Qatar,60.35,46.75,73.79
South-East Asia,Democratic People's Republic of Korea,60.53,45.73,78.1
Eastern Mediterranean,Afghanistan,60.79,42.86,83.22
Eastern Mediterranean,Kuwait,61.96,53.99,69.84
South-East Asia,India,61.97,58.93,64.99
Eastern Mediterranean,Egypt,62.02,39.89,90.31
Eastern Mediterranean,Egypt,63,40.46,91.85
South-East Asia,Democratic People's Republic of Korea,63.43,47.78,81.68
Europe,Tajikistan,63.46,44.22,91.45
Europe,Tajikistan,63.77,43.29,95.31
Eastern Mediterranean,Kuwait,65.15,56.64,74.6
South-East Asia,Democratic People's Republic of Korea,65.41,48.53,84.2
Eastern Mediterranean,Egypt,65.55,41.9,93.42
Eastern Mediterranean,Kuwait,65.59,57.08,75.45
Europe,Tajikistan,67.24,48.63,94.96
Eastern Mediterranean,Afghanistan,68.06,49.36,93.43
Eastern Mediterranean,Afghanistan,68.85,49.33,95.36
Western Pacific,Mongolia,69.17,48.9,88.23
Western Pacific,Kiribati,7.01,2.8,13.89
Western Pacific,Australia,7.01,6.69,7.38
Europe,Portugal,7.05,6.62,7.4
Western Pacific,Australia,7.06,6.75,7.3
Western Pacific,Australia,7.08,6.75,7.34
Western Pacific,Tonga,7.09,4.04,12.27
Western Pacific,Fiji,7.09,4.22,11.93
Europe,Finland,7.09,6.6,7.68
Western Pacific,New Zealand,7.16,6.6,7.72
Western Pacific,Nauru,7.18,2.79,13.72
Western Pacific,Nauru,7.18,2.79,13.72
Western Pacific,Nauru,7.18,2.79,13.72
Europe,Estonia,7.18,6.28,8.16
Europe,Sweden,7.18,6.83,7.5
Western Pacific,New Zealand,7.19,6.85,7.6
Western Pacific,Tonga,7.2,4.23,12.26
Americas,Dominican Republic,7.21,4.76,10.52
Western Pacific,Fiji,7.23,4.28,12.12
Western Pacific,New Zealand,7.27,6.85,7.7
Americas,Canada,7.29,7.06,7.5
Western Pacific,Marshall Islands,7.32,3,15.13
Western Pacific,Marshall Islands,7.32,3,15.13
Western Pacific,Micronesia (Federated States of),7.32,3.82,15.02
Western Pacific,Kiribati,7.33,3.05,14.01
Western Pacific,Samoa,7.34,2.63,17.67
Western Pacific,Cook Islands,7.35,3.21,16.73
Western Pacific,Cook Islands,7.36,3.21,16.84
Western Pacific,Micronesia (Federated States of),7.37,3.84,15.11
Americas,Dominican Republic,7.38,4.87,10.82
Europe,Norway,7.38,6.95,7.73
Western Pacific,Tonga,7.4,4.49,12.4
Western Pacific,Tonga,7.4,4.49,12.4
Western Pacific,Cook Islands,7.41,3.19,17.1
Western Pacific,Cook Islands,7.41,3.19,17.1
Western Pacific,Solomon Islands,7.44,2.76,14.28
Western Pacific,New Zealand,7.44,7.09,7.78
Western Pacific,Samoa,7.55,2.76,17.78
Americas,United States of America,7.55,7.41,7.68
Western Pacific,Solomon Islands,7.62,2.84,14.67
Western Pacific,Micronesia (Federated States of),7.63,3.85,15.51
Western Pacific,Micronesia (Federated States of),7.63,3.85,15.51
Europe,Norway,7.64,7.24,7.93
Western Pacific,Kiribati,7.65,3.29,14.64
Western Pacific,Kiribati,7.65,3.29,14.64
Americas,Canada,7.68,7.44,7.89
Americas,Dominican Republic,7.7,4.79,11.32
Western Pacific,Palau,7.74,2.84,18.61
Western Pacific,Palau,7.76,2.85,18.62
Americas,Saint Kitts and Nevis,7.8,5.72,10.39
Americas,Saint Kitts and Nevis,7.8,5.72,10.39
Western Pacific,Brunei Darussalam,7.82,6.56,9.5
